pharmacy_name,province,city,address,phone,drug_brand,drug_generic,available_days,pharmacy_url
روزانه دکتر شفیع پور,تهران,قرچک,استان تهران - شهرستان قرچک - باقرآباد، خیابان داودآباد، تقاطع خیابان شهدا، جنب دارالشفا ولیعصر.,02136104261,ویال سینوپار 750 میکروگرم / 3 میلی لیتر,Teriparatide,تا 8 روز دیگر موجود,https://www.darooyab.ir/ph-11633/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B4%D9%81%DB%8C%D8%B9-%D9%BE%D9%88%D8%B1-%D9%82%D8%B1%DA%86%DA%A9
روزانه دکتر شفیع پور,تهران,قرچک,استان تهران - شهرستان قرچک - باقرآباد، خیابان داودآباد، تقاطع خیابان شهدا، جنب دارالشفا ولیعصر.,02136104261,ویال ویزیپک 320 میلی گرم ید/میلی لیتر 50میلی لیتر,Iodixanol,تا 36 روز دیگر موجود,https://www.darooyab.ir/ph-11633/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B4%D9%81%DB%8C%D8%B9-%D9%BE%D9%88%D8%B1-%D9%82%D8%B1%DA%86%DA%A9
روزانه دکتر شفیع پور,تهران,قرچک,استان تهران - شهرستان قرچک - باقرآباد، خیابان داودآباد، تقاطع خیابان شهدا، جنب دارالشفا ولیعصر.,02136104261,شیر خشک آپتامیل 1,Milk Powder,تا 36 روز دیگر موجود,https://www.darooyab.ir/ph-11633/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B4%D9%81%DB%8C%D8%B9-%D9%BE%D9%88%D8%B1-%D9%82%D8%B1%DA%86%DA%A9
روزانه دکتر ثنا شمسی,تهران,پردیس,استان تهران - شهرستان پردیس - پردیس - فاز3 - بلوار سفیر امید - بلوار جانبازان جنوبی - جنب پمپ بنزین - خیابان هویزه - میدان شاهد - واحد تجاری 3 - بیرون مجتمع یاقوت .,02176493470,,,,https://www.darooyab.ir/ph-11201/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%AB%D9%86%D8%A7-%D8%B4%D9%85%D8%B3%DB%8C-%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3
روزانه دکتر شینی,تهران,پردیس,استان تهران - شهرستان پردیس - بخش بومهن، خیابان امام خمینی، بعد از شهرداری بومهن، نبش بلوار قریبی، پلاک 25.,02177116432,,,,https://www.darooyab.ir/ph-11658/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D8%B4%DB%8C%D9%86%DB%8C-%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3
روزانه دکتر میرمالک,تهران,بهارستان,استان تهران - شهرستان بهارستان - بخش بوستان، روستای اورین، همدانک، بلوار کازرانی، پلاک 18.,02156576899,,,,https://www.darooyab.ir/ph-11628/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%DB%8C%D8%B1%D9%85%D8%A7%D9%84%DA%A9-%D8%A8%D9%87%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,سرنگ آماده تزریق آریلیا 60میلی گرم/میلی لیتر,Denosumab,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول ترکسوما7.5- 25 میلی گرم/میلی لیتر 0.3 میلی لیتر,Methotrexate,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول ترکسوما15- 25 میلی گرم/میلی لیتر 0.6 میلی لیتر,Methotrexate,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول ترکسوما20- 25 میلی گرم/میلی لیتر 0.8 میلی لیتر,Methotrexate,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول ترکسوما10- 25 میلی گرم/میلی لیتر 0.4 میلی لیتر,Methotrexate,تا 59 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول متوترکسات 2.5میلی گرم/میلی لیتر 2میلی لیتر,Methotrexate,تا 19 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,آمپول متوترکسات میلان 25میلی گرم/میلی لیتر 2 میلی لیتر,Methotrexate,تا 19 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
روزانه دکتر ناصر علی محمدی,تهران,رباط کریم,استان تهران - شهرستان رباط کریم - بلوار آزادگان - نبش 24 متری سپاه - پلاک 10، تلفن 09307384792.,02156215372,قرص سیناکلست نورمون 30 میلی گرم,Cinacalcet,تا 58 روز دیگر موجود,https://www.darooyab.ir/ph-11233/%D8%AF%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%D9%87-%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%86%D8%A7%D8%B5%D8%B1-%D8%B9%D9%84%DB%8C-%D9%85%D8%AD%D9%85%D8%AF%DB%8C-%D8%B1%D8%A8%D8%A7%D8%B7-%DA%A9%D8%B1%DB%8C%D9%85
